회사명,행정기관명,설립구분명,용지면적(㎡),건축면적(㎡),종업원수,공장규모구분명,공장등록일,용도지역명,지목명,업종명,업종코드,생산품정보,전화번호,정제우편번호,정제도로명주소,정제지번주소,위도,경도
(주)금성보안,경기도 성남시,일반,414.12,150,11,소기업,20180725,도시지역 / 상업지역 / 근린상업지역,대,유선 통신장비 제조업 외 6 종,"26329, 26410, 26421, 26429, 26519, 26529, 28123","CCTV, 출입통제장비",031-707-3800,13511,경기도 성남시 분당구 판교로 697,경기도 성남시 분당구 야탑동 150번지 분당테크노파크 A동 205호,37.40550474,127.1510002
(주)노보,경기도 성남시,일반,185.28,301.82,9,소기업,20151030,도시지역 / 상업지역 / 근린상업지역,대,기타 식품 첨가물 제조업,10749,액상향료,070-4354-4992,13516,경기도 성남시 분당구 판교로 700,"경기도 성남시 분당구 야탑동 151번지 분당테크노파크E동 E동 306호, 306-1호",37.4041366,127.1516619
(주)대일제약,경기도 성남시,일반,38.45,38.45,9,소기업,19990615,도시지역 / 주거지역 / 제1종일반주거지역,공장용지,의료용품 및 기타 의약 관련제품 제조업,21300,"밴드,반창고",031-706-2486,13504,경기도 성남시 분당구 야탑로 145,경기도 성남시 분당구 야탑동 321-8번지,37.40981903,127.1349796
(주)델리스제1공장,경기도 성남시,일반,125,90,9,소기업,20030612,도시지역 / 녹지지역 / 보전녹지지역,대,곡물 혼합분말 및 반죽 제조업,10613,델리만쥬반죽,02-430-7171,13509,경기도 성남시 분당구 새나리로 17,경기도 성남시 분당구 야탑동 50-1번지,37.40461405,127.1577386
(주)동원테크,경기도 성남시,일반,113.1,84.1,5,소기업,20040820,도시지역 / 주거지역 / 제2종일반주거지역,대,"전기회로 개폐, 보호장치 제조업 외 2 종","28121, 28122, 28123",자동점멸기,031-706-1256,13504,경기도 성남시 분당구 벌말로29번길 16-1,경기도 성남시 분당구 야탑동 299-9번지,37.41095903,127.136364
(주)두모션,경기도 성남시,일반,146,30,10,소기업,20020513,도시지역 / 상업지역 / 일반상업지역,대,그 외 기타 전자부품 제조업,26299,모션캡쳐시스템,031-781-9616,13509,경기도 성남시 분당구 판교로 770,경기도 성남시 분당구 야탑동 44-2번지 동현빌딩,37.40535386,127.1579725
(주)금담,경기도 성남시,일반,403.93,169.23,30,중기업,20231027,도시지역 / 상업지역 / 근린상업지역,대,편조의복 제조업 외 7 종,"13224, 13229, 14111, 14120, 14192, 14300, 14499, 15129","근무복, 작업복, 전투복, 비행복, 방한복, 외투, 내의류, 전투조끼, 의류액세서리(벨트, 장갑), 가방, 의류대, 텐트",031-759-6500,13438,경기도 성남시 중원구 성남대로997번길 7,경기도 성남시 중원구 여수동 182번지 금담빌딩 9층,37.41855796,127.1277836
주식회사 케이에스,경기도 성남시,일반,11.074,33,2,소기업,20180327,도시지역 / 상업지역 / 근린상업지역,대,그 외 기타 의료용 기기 제조업,27199,진단의료장비,031-755-8963,13439,경기도 성남시 중원구 양현로405번길 5,경기도 성남시 중원구 여수동 205번지 신야탑푸르지오시티1 205호,37.41726613,127.1268746
(주)카텍,경기도 성남시,일반,7.46,24,1,소기업,20150904,도시지역 / 주거지역 / 준주거지역,대,"물질 검사, 측정 및 분석기구 제조업",27213,WAP(무선정보분석처리기),031-628-6776,13486,경기도 성남시 분당구 판교로 253,경기도 성남시 분당구 삼평동 621번지 판교 이노밸리 C동 803호 일부,37.40349181,127.1016108
(주)커널아이,경기도 성남시,일반,0,35.733,12,소기업,20150625,도시지역 / 주거지역 / 준주거지역,대,유선 통신장비 제조업 외 2 종,"26410, 26422, 26429",통신기기 및 부품,031-629-0290,13487,경기도 성남시 분당구 판교로228번길 15,경기도 성남시 분당구 삼평동 625번지 판교세븐벤처밸리1 씨에스동 7층,37.4016776,127.100886
(주)컴텔싸인,경기도 성남시,일반,560.55,372.45,10,소기업,20120628,도시지역 / 주거지역 / 준주거지역,대,전시 및 광고용 조명장치 제조업 외 4 종,"26329, 26410, 26421, 28423, 28903",LED전광판,031-8018-7171,13486,경기도 성남시 분당구 판교로 253,경기도 성남시 분당구 삼평동 621번지 판교이노밸리 B동 201호,37.40328217,127.1009227
(주)케이엘디,경기도 성남시,일반,165,165,3,소기업,20160509,도시지역 / 주거지역 / 준주거지역,대,일반용 전기 조명장치 제조업 외 11 종,"26310, 26329, 26410, 26421, 26429, 26519, 26529, 27400, 28422, 28423, 28901, 31202","전광판, 조명등, 제어장치 등",031-8018-8996,13486,경기도 성남시 분당구 판교로 253,경기도 성남시 분당구 삼평동 621번지 판교이노밸리 C동 1001호,37.40349181,127.1016108
(주)티씨엠생명과학,경기도 성남시,일반,20.7,54,43,소기업,20191220,도시지역 / 주거지역 / 준주거지역,대,전기식 진단 및 요법 기기 제조업,27112,의료기기,031-698-3041,13487,경기도 성남시 분당구 판교로228번길 15,경기도 성남시 분당구 삼평동 625번지 판교세븐벤처밸리1 3동 3층,37.4016776,127.100886
(주)퓨처로봇,경기도 성남시,일반,0,31,9,소기업,20200402,도시지역 / 주거지역 / 준주거지역,대,산업용 로봇 제조업,29280,서비스로봇,031-252-6860,13486,경기도 성남시 분당구 판교로 255,경기도 성남시 분당구 삼평동 622번지 판교이노밸리 E동 901호,37.40427938,127.1026122
(주)하임바이오텍,경기도 성남시,일반,200,100,11,소기업,20190123,도시지역 / 주거지역 / 준주거지역,대,그 외 기타 의료용 기기 제조업,27199,HD miR Multi Assay Kit,031-548-2130,13486,경기도 성남시 분당구 판교로255번길 35,경기도 성남시 분당구 삼평동 613번지 판교실리콘파크 A동 201호,37.40512515,127.0994892
다담마이크로(주),경기도 성남시,일반,102.24,21.74,13,소기업,20110726,도시지역 / 주거지역 / 준주거지역,대,컴퓨터 제조업,26310,"월패드, 인버터제어보드 등",031-8018-8760,13486,경기도 성남시 분당구 판교로 253,경기도 성남시 분당구 삼평동 621번지 판교이노밸리 B동 502호,37.40328217,127.1009227
이알티엔지니어링(주),경기도 성남시,일반,445.8,122.9,15,소기업,20120511,도시지역 / 주거지역 / 준주거지역,대,철도차량 부품 및 관련 장치물 제조업,31202,철도궤도검측장비,031-8018-8988,13486,경기도 성남시 분당구 판교로 253,경기도 성남시 분당구 삼평동 621번지 판교이노밸리 B동 504호,37.40328217,127.1009227
이에스이(주),경기도 성남시,일반,138.26,35.67,51,중기업,20210914,도시지역 / 주거지역 / 준주거지역,대,컴퓨터 제조업 외 1 종,"26310, 26421","중앙관제시스템, CCTV 카메라",031-622-3939,13487,경기도 성남시 분당구 판교로228번길 15,경기도 성남시 분당구 삼평동 625번지 1단지 3동 501호,37.4016776,127.100886
주식회사 차바이오랩,경기도 성남시,일반,966.21,324.39,40,소기업,20181227,도시지역 / 주거지역 / 준주거지역,대,생물학적 제제 제조업,21102,세포치료제,031-881-7553,13488,경기도 성남시 분당구 판교로 335,경기도 성남시 분당구 삼평동 689번지 차바이오컴플렉스 1층,37.4038407,127.1116537
주식회사 케이엘디,경기도 성남시,일반,266.76,170.39,4,소기업,20190111,도시지역 / 주거지역 / 준주거지역,대,전시 및 광고용 조명장치 제조업 외 9 종,"26310, 26329, 26410, 26421, 26429, 26519, 26529, 28423, 28901, 31202",전광판,031-8018-8996,13486,경기도 성남시 분당구 판교로 253,경기도 성남시 분당구 삼평동 621번지 판교이노밸리 C동 103호,37.40349181,127.1016108
하나향료,경기도 성남시,일반,0,298,6,소기업,20020502,도시지역 / 상업지역 / 근린상업지역,대,기타 식품 첨가물 제조업,10749,향료,031-705-0448,13516,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지 분당테크노파크 D동 708호,37.4038895,127.1503976
화이트비젼(주),경기도 성남시,일반,301.82,276.82,4,소기업,20210319,도시지역 / 상업지역 / 근린상업지역,대,전시 및 광고용 조명장치 제조업 외 1 종,"26519, 28423",LED전광판,031-786-1999,13511,경기도 성남시 분당구 판교로 697,경기도 성남시 분당구 야탑동 150번지 분당테크노파크 A동 405호,37.40550474,127.1510002
(주)길정보시스템,경기도 성남시,일반,112.08,112.08,72,중기업,20111011,도시지역 / 상업지역 / 근린상업지역,대,방송장비 제조업 외 2 종,"26410, 26421, 28903",폐쇄회로 텔레비젼시스템등,031-622-3740,13487,경기도 성남시 분당구 판교로228번길 15,경기도 성남시 분당구 삼평동 625번지 판교세븐벤처밸리1단지 3동 3층,37.4016776,127.100886
(주)마이크로디지탈,경기도 성남시,일반,158.32,94.89,8,소기업,20200422,도시지역 / 주거지역 / 제1종일반주거지역,대,전기식 진단 및 요법 기기 제조업 외 1 종,"27112, 27213","전기식 진단기기(Diamond, Nabi, iSBS, Lumi)",031-701-2225,13487,경기도 성남시 분당구 판교로228번길 15,경기도 성남시 분당구 삼평동 625번지 판교세븐벤처밸리 7층 WINS동,37.4016776,127.100886
(주)모딕스,경기도 성남시,일반,358.34,47.04,11,소기업,20130225,도시지역 / 주거지역 / 준주거지역,대,기억장치 제조업,26321,Solid State Disk,070-8767-2920,13486,경기도 성남시 분당구 판교로 255,경기도 성남시 분당구 삼평동 622번지 판교이노밸리 E동 102호,37.40427938,127.1026122
(주)바이오세라,경기도 성남시,일반,152.1,78.3,14,소기업,20110831,도시지역 / 주거지역 / 준주거지역,대,기타 기초 무기 화학물질 제조업,20129,"바이오소재, 공촉매제 등",031-704-2396,13488,경기도 성남시 분당구 대왕판교로 700,경기도 성남시 분당구 삼평동 694-1번지 코리아바이오파크 C동 202호,37.40357684,127.1054633
(주)스킨사이언스,경기도 성남시,일반,136.93,36.75,7,소기업,20170501,도시지역 / 주거지역 / 준주거지역,대,그 외 기타 의료용 기기 제조업,27199,의료 미용기기(제모기),031-8017-7201,13487,경기도 성남시 분당구 판교로228번길 15,경기도 성남시 분당구 삼평동 625번지 판교세븐벤처밸리 3동 201호,37.4016776,127.100886
(주)아이앤씨테크놀로지,경기도 성남시,일반,683,64.8,11,소기업,20150409,도시지역 / 주거지역 / 준주거지역,대,메모리용 전자집적회로 제조업 외 2 종,"26111, 26112, 28123","Mobile TV집적회로, Wifi 직접회로",031-696-3592,13486,경기도 성남시 분당구 판교로255번길 24,경기도 성남시 분당구 삼평동 612-1번지 아이앤씨빌딩 7층,37.4052298,127.1011157
(주)에스티이엔,경기도 성남시,일반,19.98,52.8,42,소기업,20160803,도시지역 / 주거지역 / 준주거지역,대,전자부품 실장기판 제조업 외 6 종,"25111, 26224, 26410, 26429, 28121, 28122, 28901","승강기안전문 제어시스템, 철도승강장스트린도어",031-698-4291,13487,경기도 성남시 분당구 판교로228번길 17,경기도 성남시 분당구 삼평동 633번지 판교세븐벤처밸리2 1동 6층 일부,37.40017462,127.1015719
(주)윈스,경기도 성남시,일반,286.3,101.3,10,소기업,20220321,도시지역 / 주거지역 / 준주거지역,대,유선 통신장비 제조업,26410,방화벽장치,031-622-8600,13487,경기도 성남시 분당구 판교로228번길 15,경기도 성남시 분당구 삼평동 625번지 윈스동 2층,37.4016776,127.100886
(주)인투씨앤씨,경기도 성남시,일반,0,110,7,소기업,20150709,도시지역 / 주거지역 / 준주거지역,대,컴퓨터 제조업,26310,컴퓨터,031-603-1014,13486,경기도 성남시 분당구 판교로 253,경기도 성남시 분당구 삼평동 621번지 판교 이노밸리 B동 203호 C동방향,37.4030723,127.1001668
(주)디지트론,경기도 성남시,일반,600.02,286.95,74,소기업,20221130,도시지역 / 상업지역 / 근린상업지역,"대, 대",일반용 전기 조명장치 제조업 외 5 종,"26299, 26310, 26429, 28410, 28422, 28429","LED 조명장치, 산업용 제어보드,전구램프",031-707-1891,13511,경기도 성남시 분당구 판교로 697,경기도 성남시 분당구 야탑동 150번지 분당테크노파크A동 A동 7층 701 외 1필지,37.40550474,127.1510002
(주)레더랜드,경기도 성남시,일반,250,180,10,소기업,20020903,도시지역 / 상업지역 / 근린상업지역,대,핸드백 및 지갑 제조업,15121,"핸드백,가방",031-781-1611,13516,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지 분당테크노파크 E동 4층 404호,37.4041366,127.1516619
(주)로보맥스,경기도 성남시,일반,150.31,98.68,6,소기업,20100202,도시지역 / 상업지역 / 근린상업지역,대,기타 가정용 전기기기 제조업,28519,미용기기,031-609-2720,13516,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지 분당테크노파크D동 2층 205-2,37.4041366,127.1516619
(주)루멘테크,경기도 성남시,일반,149.1,149.1,3,소기업,20230714,도시지역 / 상업지역 / 근린상업지역,대,일반용 전기 조명장치 제조업,28422,LED조명기구,031-707-7993,13516,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지 분당테크노파크 D동 907호,37.4038895,127.1503976
(주)맥스컴텍,경기도 성남시,일반,301.82,230,12,소기업,20101007,도시지역 / 상업지역 / 근린상업지역,대,방송장비 제조업 외 3 종,"26421, 26429, 26519, 27302","스크린(방송설비,생산,설치)",031-707-7500,13516,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지 분당테크노파크 D동 502호,37.4038895,127.1503976
(주)모비스타,경기도 성남시,일반,150,120,6,소기업,20080630,도시지역 / 상업지역 / 근린상업지역,대,이동전화기 제조업 외 7 종,"26410, 26422, 26429, 28111, 28114, 28119, 28201, 28202",무전기,031-781-8934,13511,경기도 성남시 분당구 판교로 697,경기도 성남시 분당구 야탑동 150번지 분당테크노파크 804호,37.40550474,127.1510002
